post_id,user_id,created_at,text,retweet_count,favorite_count,reply_count,quote_count,hashtags,location,place
1884119217840013791,865093653177409536,Tue Jan 28 06:00:01 +0000 2025,"im so exhausted. i feel like im repeating the same day over and over, the same routine, same feelings, same meaningless drama. im so sick of it, i just want to feel alive and be happy but im constantly drained and everything feels so pointless. i just feel dead.",2119,4240,46,69,,Ph ,
1847039865445048610,1557991762928566272,Thu Oct 17 22:19:54 +0000 2024,i just keep feeling the past couple of days that ive had enough. not in a suicidal way. just had enough of living with people who are unaware of the fake world we are living in. im tired of the games. the forever lies. this shit show. im bored.,116,1487,171,6,,"Liverpool, England",
1896406646689320986,1713732981242703872,Mon Mar 03 03:45:52 +0000 2025,i be so tired of everybody and everything ,8,11,0,0,,,
1896205803167895982,1756700963014856704,Sun Mar 02 14:27:47 +0000 2025,i am tired of everything ,0,4,2,0,,,
1895667210305356285,1771537327753494528,Sat Mar 01 02:47:37 +0000 2025,im tired of everything being so fake,5,2,1,0,,NOLA ⚜️,
1894794696242930104,1544973897564659713,Wed Feb 26 17:00:33 +0000 2025,im so tired of everything ,0,4,3,0,,,
1894982984865878315,1723089434822971392,Thu Feb 27 05:28:45 +0000 2025,i am so tired. of everything. that is all. k bye.,0,2,1,0,,,
1896378029515141228,2869312781,Mon Mar 03 01:52:09 +0000 2025,im just tired of them using her for viewership and delaying everything to keep people watching just to piss us off,0,2,0,0,,,
1897022135023046938,1169996701077315586,Tue Mar 04 20:31:36 +0000 2025,i've given up. i'm tired of everything. let life just take it's course,11,47,21,0,,WorldWide,
1894583179186737240,1403296153588748292,Wed Feb 26 03:00:04 +0000 2025,i'm so tired of everything. when will i be able to relax quickly without thinking about all of these?,38,158,121,0,,disini ada 2 orang🗿,
1894566552474734694,2160410787,Wed Feb 26 01:54:00 +0000 2025,"if were being honest, im tired of everything.",3,15,1,0,,Yes,
1896962901132627999,342091286,Tue Mar 04 16:36:14 +0000 2025,im so mentally tired and fed up with everything.,0,0,0,1,,Florida,
1897653997756194992,1574770870618562560,Thu Mar 06 14:22:24 +0000 2025,iam tired of everything in this world.,0,0,0,0,,,
1896476556777975963,1359345428,Mon Mar 03 08:23:40 +0000 2025,"i'm so tired of everything, it's very complicated and there's a lot of fuss",0,5,1,0,,Şabran,
1896608744651554823,1877559906183856128,Mon Mar 03 17:08:56 +0000 2025,i'm so tired of everything,0,4,0,0,,15,
1896054839249088698,1783272612124037120,Sun Mar 02 04:27:55 +0000 2025,"fuck, im so tired of everything",0,4,0,0,,sky casino,
1896823507369271637,1071224829381042176,Tue Mar 04 07:22:20 +0000 2025,so tired of everything,0,2,1,0,,Somewhere in Nevada,
1896198009152843919,1282572456461570050,Sun Mar 02 13:56:49 +0000 2025,im tired of everything,0,5,1,0,,tr/eng | she/her | 20,
1896764035946914262,1783272612124037120,Tue Mar 04 03:26:00 +0000 2025,im so tired of everything. im fed up.,0,2,0,0,,sky casino,
1895910203994030101,1302670878480764928,Sat Mar 01 18:53:11 +0000 2025,everything's so fucked and im tired of being scared ,2,16,0,0,,he/they,
1897410391757783437,889796172562538496,Wed Mar 05 22:14:24 +0000 2025,i'm so tired of everything even myself it hurts..,0,3,0,0,,Between the stories,
1897254896837267535,1842680150577610752,Wed Mar 05 11:56:31 +0000 2025,tired of everything!,0,3,0,0,,Jouri,
1895913722948043138,1352162755,Sat Mar 01 19:07:10 +0000 2025,"guys, does anyone know a quick way to die? i'm so tired of everything",0,3,0,0,,read bio byf - ifb! ,
1895581815777477026,1245321999863472128,Fri Feb 28 21:08:17 +0000 2025,im tired of everything on this website man,0,5,1,0,,,
1895157365021810901,1863712863396958211,Thu Feb 27 17:01:40 +0000 2025,its not just a meme - i really am tired of everything,1,8,1,1,,,
1897639463032954995,808189471023894529,Thu Mar 06 13:24:39 +0000 2025,im so tired of a lot of shit like im drained out mentally emotionally and physically,0,0,0,0,,DaBank,
1897652194582700045,1478561937130672129,Thu Mar 06 14:15:14 +0000 2025,so tired of everything. oatmeal. ,0,0,0,0,,sheher 19 eating things,
1894998971116106074,1788354765547540480,Thu Feb 27 06:32:16 +0000 2025,i'm so tired of everything,0,3,0,0,,       ilmbf,
1897613817409868218,3031806186,Thu Mar 06 11:42:44 +0000 2025,i just want o disappear for like a month im so fucking tired of everything,0,0,0,0,,,
1897110290438959133,1411082629965828099,Wed Mar 05 02:21:54 +0000 2025,im so tired of everything  !!,0,3,2,0,,(they/them),
1895006955489374225,207073817,Thu Feb 27 07:04:00 +0000 2025,sometimes i truly get tired of saying the same thing over and over again but then i remember: risk management is everything.,9,224,16,0,,Not financial advice ,
1897564111187161090,1494565295725416448,Thu Mar 06 08:25:13 +0000 2025,i'm tired i'm tired of everything,0,1,0,0,,🪼ㅤ𓈒ㅤׂㅤ𓇼 ࣪ㅤׂㅤ⭒,
1895474530606313749,1026508904493133826,Fri Feb 28 14:01:58 +0000 2025,"want to know why developers love our api?because we're developers who got tired of bad apis.the thing is, your api docs tell me everything about your priorities.if your api sucks, your product thinking probably does too.show me your api, and i'll show you your future.",0,18,1,0,,United States,
1896363403872219506,28852221,Mon Mar 03 00:54:02 +0000 2025,i can't believe what these streaming platforms charge just to be absolutely worthless. fuck hulu. fuck netflix. fuck them all jesus christ i'm tired of everything we spend our money on being shit.,0,18,3,0,,,
1895490894901518389,1603652234096521216,Fri Feb 28 15:07:00 +0000 2025,"im tired of explaining my side, so i just accepted that everything is my fault.",62,91,5,1,,,
1895405063243534573,832004993670643712,Fri Feb 28 09:25:56 +0000 2025,im tired of pretending that everything is ok.',1,12,7,0,,"Nairobi, Kenya",
1894846786390437931,1675942848393277453,Wed Feb 26 20:27:33 +0000 2025,i am genuinely tired of everything,0,3,2,0,,Anywhere but Nigeria ijn,
1896799708766761107,1333616362925809665,Tue Mar 04 05:47:46 +0000 2025,&amp; with everything happening in the world im tired of giving people patience im tired of being kind to people and showing love to people im tired of thinking there is good in everyone. im tired.,0,0,0,0,,,
1895541501016559976,975955346228416512,Fri Feb 28 18:28:05 +0000 2025,tired of everything being a live action movie,1,3,0,0,,,
1896885084969677214,1837625295593201664,Tue Mar 04 11:27:01 +0000 2025,i don't know about you guys but i'm sick and tired of everything about didem  hudutsuzsevda,0,10,0,0,hudutsuzsevda,Leto Cemetery,
1897666056581226658,1266914252293656576,Thu Mar 06 15:10:19 +0000 2025,i just want to not be here. im tired of everything and everyone. i just cant.,0,0,0,0,,,
1897082940452184289,3522667876,Wed Mar 05 00:33:13 +0000 2025,tired of everything man just tired.,0,2,0,0,,,
1895713610648981922,1529098438880776194,Sat Mar 01 05:52:00 +0000 2025,just tiredso so tired of everything work people life thoughts,0,2,0,0,,she/they | trans ,
1897628239071518740,1229380809452244992,Thu Mar 06 12:40:03 +0000 2025,im tired of everything,0,5,2,0,,,
1897696800846369219,1073846335206494208,Thu Mar 06 17:12:29 +0000 2025,tired of trying to make everything right.,0,2,0,0,,,
1896943789882941933,1356113106963820549,Tue Mar 04 15:20:17 +0000 2025,im always tired because of nothing . what do i even do?? ffs i cant even take care ofmhself .,0,0,1,0,,ha,
1894946517271638391,1834209203432366080,Thu Feb 27 03:03:50 +0000 2025,fuckk i love everything about this man this isnt ok im tired of existing im gonna go insane someone shoot me why does he has to be so cute and soft and talented and caring and gentle and pretty and funny and,0,3,2,0,,trans scara canon,
1895915008753803503,171980778,Sat Mar 01 19:12:17 +0000 2025,"honestly everything has made me feel defeated. im tired of feeling things, my mind is so clouded",0,2,0,0,,,
1895611590906692081,1709260386585698304,Fri Feb 28 23:06:36 +0000 2025, this user is extremely tired of everything,0,5,4,0,,Photographer ,
1895710728486863012,1661622660516700161,Sat Mar 01 05:40:32 +0000 2025,im tired. of everything. life in general.,1,12,0,0,,"Fort Worth, TX",
1897158466466377959,1216417227215425536,Wed Mar 05 05:33:20 +0000 2025,"so tired of forcing a smile, so tired of being told how i should feel about things, so tired of coming home to the same thing everyday with the false hope that the people around me will change, so tired of being the only one that cares this deeply. just tired.",0,0,0,0,,Home,
1896591662287372333,1602374060150751253,Mon Mar 03 16:01:03 +0000 2025,"im tired, man. of everything",3,3,1,0,,Around the World ,
1896927283837096126,4742152394,Tue Mar 04 14:14:42 +0000 2025,i'm so tired. i'm so god damn tired of it all.,86,2255,62,7,,,
1897449142739185841,1747948677652504576,Thu Mar 06 00:48:23 +0000 2025,im so sick n tired of this shit when the fuck is this k cunt going to finally be completely fucking gone everything is good when he is gone,0,2,0,0,,,
1897351449807610090,1815013034957443072,Wed Mar 05 18:20:11 +0000 2025,"im tired of everything, even my heart beating hurts.",0,11,11,0,,,
1895080967112646698,1487422678479011841,Thu Feb 27 11:58:06 +0000 2025,"tired mind, tired of everything",0,15,0,0,,"Sabah, Malaysia",
1897682121323635044,1350704974951452673,Thu Mar 06 16:14:09 +0000 2025,the day i learn to not give a flying fuck about people and myself is the day i know im alr tired of everything,0,0,0,0,,any pronouns,
1897516388601766083,1826723347805175808,Thu Mar 06 05:15:35 +0000 2025,literally so tired of everything just blow up the earth from its core dude,1,7,3,0,,mdni + nsfw dni pls !,
1896019645355999518,836085825230143488,Sun Mar 02 02:08:04 +0000 2025,im so tired of everything why is life so difficult ??,0,2,1,0,,"Riverside, CA",
1897649500744810936,19346705,Thu Mar 06 14:04:32 +0000 2025,im so tired of being scared. scared to go outside. scared of my landlord. scared of having no electricity. scared of losing everything again. why cant i get a job?,1,1,0,0,,Standing Next to You,
1896322605055140271,71507483,Sun Mar 02 22:11:55 +0000 2025,we are also tired of everything,0,2,0,0,,"Madrid, Comunidad de Madrid",
1897476963146904010,2318154038,Thu Mar 06 02:38:56 +0000 2025,tired of everyone and everything tbh,1,52,11,0,,AZ,
1897661097085395080,1877633964439183360,Thu Mar 06 14:50:37 +0000 2025,when you are so tired of everything but im a chill guy ,0,0,4,0,,cyber,
1896321336684761215,1797530977121542144,Sun Mar 02 22:06:53 +0000 2025,"when you are disappointed, bored, fed up, tired of life and everything..!! ",4,11,0,0,,"Constanţa, România",
1896890415602938270,1603736658142167040,Tue Mar 04 11:48:12 +0000 2025, this user is extremely tired of everything &amp; everyone !,3,19,16,0,,"Panjab , pakistan ",
1530468436681412608,1475455398115225603,Sat May 28 08:38:04 +0000 2022,"i think i am tired of everything. worn out, weary and just plain fed up. this country and certain people are just wearing us out. sad.",21,417,53,1,,"Manchester, England",
1897693831489081407,1779835062080737280,Thu Mar 06 17:00:41 +0000 2025,im sick and tired of people. why does everyone have to make everything so hard. i just want to be happy,1,62,6,0,,,
1896354735483236851,1586555967667331072,Mon Mar 03 00:19:36 +0000 2025,i wanna cut myself i'm tired and i feel sick and everything hurts mentally,0,3,0,0,,,
1894935904558485714,1867144238548357120,Thu Feb 27 02:21:40 +0000 2025,im so tired of everything,0,3,1,0,,he • sys- no dni im picky w fb,
1897704085513552165,2871537901,Thu Mar 06 17:41:26 +0000 2025,"eff it im vibe coding from now on! im tired of learning everything the right, long, and hard way ",0,0,0,0,,Console.WriteLine(“Earth”);,
1896586630145933820,1662736978444427267,Mon Mar 03 15:41:04 +0000 2025,mentally tired of everything,0,1,0,0,,Ahahahahahahahahahahahahhahah!,
1897015373909852230,1559079162077650945,Tue Mar 04 20:04:44 +0000 2025,i am tired of everything i have desired. zeb-un -nissa ,30,144,0,1,,"Melbourne, Australia",
1897653135809864186,1409440115554873354,Thu Mar 06 14:18:58 +0000 2025,"rohan, a data analyst, was tired of wasting hours on research - scrolling through cluttered results, verifying sources, and struggling to find relevant insights before deadlines.then he found shodh ai - an ai-powered research platform that changed everything. verified ",7,55,15,0,aishodh|airesearch|researchinnovation|productlaunch|aitechnology,,
1895797202926424550,1320464152054431744,Sat Mar 01 11:24:10 +0000 2025,"tired yesterday, tired today just tired of everything tbh",2,14,1,0,,eighteen ,
1897674471936299319,762058716476682241,Thu Mar 06 15:43:45 +0000 2025,tired of the devil being brought out of me im back to isolating myself from everything,0,2,0,0,,,
1895845856320110945,1310085681813872640,Sat Mar 01 14:37:29 +0000 2025,the never ending waiting game just makes you tired of everything so you just say this and move on  ,1,7,0,0,,,
1894783238649897019,1586415280607186944,Wed Feb 26 16:15:02 +0000 2025,i am so f..ing tired of everything.. aren't you? ,0,2,1,0,, Isle of Nabumbu,
1897664023048438243,241640702,Thu Mar 06 15:02:14 +0000 2025,im just tired of everything,1,2,0,0,,,
1896596626413940957,1726493140285378560,Mon Mar 03 16:20:47 +0000 2025,u ever get tired of being the one who always gotta understand everything,0,7,2,0,,,
1895584748497748098,1688988597872103427,Fri Feb 28 21:19:56 +0000 2025,"im tired of everything, lit everythingg ",0,17,2,0,,🇵🇰|🇸🇦,
1897034583688012224,1301029953639796736,Tue Mar 04 21:21:04 +0000 2025,i'm tired of everything being expensive.,0,3,1,0,,,
1895010424694903268,1192536564,Thu Feb 27 07:17:47 +0000 2025,"mayeni is tired of pretending, she wants to know everything about the new wife. uthandonesthembu ",0,6,0,0,uthandonesthembu,,
1896207679221055491,8103342,Sun Mar 02 14:35:15 +0000 2025,tired of saying yes to everything and ending up burnt out?your boundaries aren't about shutting people out - they're about saying yes to what actually matters. one microshift at a time.full post on how to reclaim your time and energy  link in bio ,0,3,0,0,,U.K.,
1897698754800590953,1546626621385461760,Thu Mar 06 17:20:15 +0000 2025,srry guys im not tweeting that often anymoreim js tired of everything&amp;im glad i can survive another day ,0,0,0,0,,Czech Republic,
1897298102106906869,1515858054029455371,Wed Mar 05 14:48:12 +0000 2025,everything is fucking slop and im tired of it,0,4,1,0,,,
1895898772422701207,1401950815661608961,Sat Mar 01 18:07:46 +0000 2025,have you ever been just tired of everything?,1,11,5,0,,India,
1895030106630103051,2547569149,Thu Feb 27 08:36:00 +0000 2025,"if you want to succeed, you have to be ready to go through the difficulties, you have to be ready with everything you sacrifice, you have to be ready to be tired of studying and thinking so you don't get stuck there. because good things can't be obtained from just relaxing, and",0,203,214,0,,,
1864468801833615496,1678131398131982337,Thu Dec 05 00:36:17 +0000 2024,we all feel that way! we're sick and tired of all the bs. ,365,814,50,18,,,
1897054345612681368,89777065,Tue Mar 04 22:39:36 +0000 2025,tired of everything!,2,25,10,0,,Saturne 🪐 ,
1897653874904711529,422229654,Thu Mar 06 14:21:55 +0000 2025,everyday feels the exact same  tired of it,0,0,0,0,,,
1894844032183910604,1810603838484926464,Wed Feb 26 20:16:36 +0000 2025,"i have no one to tell about this, but i am very scared, i am afraid of many things, you could say i am afraid of everything. i have been living in constant stress for the last few years, i even thought about leaving life. but  i just want to live without fear, i'm tired.",0,5,1,0,,,
1897662479477457058,1686869468813631491,Thu Mar 06 14:56:06 +0000 2025,extremely tired (of everything) these days.,0,0,0,0,,,
1897407049644040456,904858654045859840,Wed Mar 05 22:01:07 +0000 2025,im so tired of everything being on me. i just want to have help i can rely on. fuck,1,14,0,0,,East Coast,
1896965664029733301,409099429,Tue Mar 04 16:47:12 +0000 2025,im tired of being depressed. im tired of never having enough. im tired of never being enough. im tired of people and their hateful and selfish ways. im tired of all of it,0,2,0,0,,"Edmonton, Alberta",
1897117471183921626,1746212126257995776,Wed Mar 05 02:50:26 +0000 2025,"im tired of these doechii fans, everything is not a competition",0,2,1,0,,,
1894873254507974710,1495458910827909120,Wed Feb 26 22:12:43 +0000 2025,ohhmygoddbroo im so tired of this what do you even want me to tell you its like nothing i say or do even matters everything is gonna spin back and be my fault and just be a pity party for somebody else,0,7,2,0,,⋆ᶿ̴̤᷇ ˒̫ ᶿ̴̤᷆⋆  black 5teen ,
1896823920730550682,1825720714617663488,Tue Mar 04 07:23:58 +0000 2025,nobody even cares nobody tries to help they only yell at me i'm tired of it i'm tired of everything my life is so shitty i've tried everything to get better to have a better mindset i can't i just can't i'm tired i've tried everything everything every fucking thing i'm tired,0,1,0,0,,,
1895081861149532494,969820315239903232,Thu Feb 27 12:01:39 +0000 2025,"nakakaiyak yung gastusin, nahihiya na ako manghingi ",0,0,1,0,,earth,
1895591960787960215,253933802,Fri Feb 28 21:48:36 +0000 2025,"everything is a lesson, my mind is always thinking of how to make the best of things.. and im so tired",0,4,0,0,,"Alejandría, Egipto",
1895619666955182400,1169069617207136257,Fri Feb 28 23:38:42 +0000 2025,this has been the worst month of my entire life. fuck everything dude im so tired.,0,5,1,0,,"Washington, USA",
1895013351950032902,1742989421685702656,Thu Feb 27 07:29:25 +0000 2025,i have split on my partner so bad that im actually done. ill just stop opening up completely. ill act happy all the time. im really tired of everything. fuck it. fake it till i kms ig ,0,5,0,0,,,
1897364638179975176,1329882102192549895,Wed Mar 05 19:12:35 +0000 2025,"i'm tired , exhausted, hateful towards everything, tired of loops",0,2,0,0,,BoraWorld,
1894944630589841857,356279669,Thu Feb 27 02:56:20 +0000 2025,"i'm so tired of this shit. my own health deteriorating, the world falling apart and people not giving shit and just.. everything.",0,3,0,0,,Finland,
1896933280102203776,330209036,Tue Mar 04 14:38:31 +0000 2025,i am really tired of everythingjust tired,1,0,0,0,,unkwn,
1895303792876495015,1594124270094934016,Fri Feb 28 02:43:31 +0000 2025,tired of the rat race.tired of the evil and corrupt running free while we the people struggle to eat. tired of holding on strong to be torn down again. tired of just wanting the best and seeing the worst. tired. just tired.,1,5,2,0,,United States,
1895468455345975792,1346445664494915586,Fri Feb 28 13:37:50 +0000 2025,im tired of everything.  but i cant cry. is there something wrong with me.,0,4,1,0,,"Legazpi City, Bicol Region",
1896677617224610157,1283468954615218176,Mon Mar 03 21:42:37 +0000 2025,tired..so damn tired. so done with everything today. ,0,66,15,0,,GobertNation,
1897174961858732302,1283361829620797440,Wed Mar 05 06:38:53 +0000 2025,i can't wait to go home fri'm so tired of this place and i'm just starting.. literally everything here is draining.i miss bangtan and my mooties so much ,0,5,2,0,,Bangtan World.,
1894705974142795824,1081298052936359937,Wed Feb 26 11:08:00 +0000 2025,were all bored were all so tired of everything,1,3,0,0,,"choose your words, ‘cause there’s no antidote for this curse, oh what’s it waiting for?",
1896622565076217965,1398500495849889792,Mon Mar 03 18:03:51 +0000 2025,tired of everythingin love with the unknown ,7,28,4,0,,Argentina,
1897299725319332151,1196282571954540544,Wed Mar 05 14:54:39 +0000 2025,so tired of everything,0,6,0,0,,She/Her,
1897015961301225928,1495896319784894464,Tue Mar 04 20:07:04 +0000 2025,"i don't gag about what anyone says, timothee chalamet is on a legendary run and is one of the best actors of this generation. i an also tired of seeing him in everything but goddammit does he fit the roles",0,4,1,0,,,
1895295024038113351,1608185999523303430,Fri Feb 28 02:08:41 +0000 2025,"tired mentally, emotionally, physically just tired of it all",0,0,0,0,,,
1896080300784153030,1252504638168932354,Sun Mar 02 06:09:05 +0000 2025,i'm tired guysi'm tired of everything that's happening,0,6,2,0,,your house ,
1895670074771693815,1616261332398923778,Sat Mar 01 02:59:00 +0000 2025,"i havent been talking much about my life lately and idk why everything just feels the same im so tired of it always being like this, i just want everything to go back to how it was before. i hate this so much i wish i wasnt poor i wish everything would just work out instead of",0,2,1,0,,"sam 💋 (shedtwt , semi recov)",
1896578295392878919,1237716973,Mon Mar 03 15:07:56 +0000 2025,"tired of everything, its always something and im over it",0,0,0,0,,Texas ,
1897649706240495732,1272786983639605249,Thu Mar 06 14:05:21 +0000 2025,"he blames me for everything but never tries to understand me. his care is a facade, his words hollow. i am tired of being unheard, unseen, and always at fault for things i never did.",0,3,0,0,,India,
1896652069752438842,1310245400692101120,Mon Mar 03 20:01:06 +0000 2025, getting tired of everything rn ngl,0,3,0,0,,,
1895514514038349952,1670365872517693441,Fri Feb 28 16:40:51 +0000 2025,i'm tired of everything on tiktok being an ad.,0,4,0,0,,,
1895433909619617945,1510423760473661440,Fri Feb 28 11:20:34 +0000 2025,sorry flr beinh sad but im so sick and tired of like everything. i hate school i hate social media i hate everyone,0,2,1,0,,SQUEALING OVER SKATER ❤️,
1897387021557227759,1600114870405431298,Wed Mar 05 20:41:32 +0000 2025,i am just fucking tired of everything now.these niggas should understand,0,2,0,0,,"Blue Earth, MN",
1896727060011454929,1870195974213193728,Tue Mar 04 00:59:05 +0000 2025,"im tired of my current life. everything is exhausting, and boring, i need excitement, i need motivation, i need a different routine",0,1,0,0,,,
1896364673836134641,1759749483217469440,Mon Mar 03 00:59:05 +0000 2025,"and suddenly, again, i feel really tired, as if the world is draining me of everything i ever had",0,152,161,0,,"Jakarta Pusat, DKI Jakarta",
1896997782495617501,340106032,Tue Mar 04 18:54:50 +0000 2025,"i be soo fed up bruh, literally with everything.",0,0,0,0,,,
1896432594813845896,1539640290109423616,Mon Mar 03 05:28:59 +0000 2025,half of the armys on yt are multi and they're very irritating. multi as in army &amp; a blink. and i am so tired of such ppl. they bring those girls in everything. that app is filled with shippers &amp; multis. i hate it there. ,0,4,1,0,,,
1895154657074336205,1805720242032873472,Thu Feb 27 16:50:55 +0000 2025,"always remember that i can get tired of everything but not you, even when i'm tired, all i need is you",0,5,0,0,,,
1897700220856570027,194750564,Thu Mar 06 17:26:04 +0000 2025,im tired of everybody and everything.,0,0,0,0,,"Detroit, MI",
1896198706824950189,1713430875025870848,Sun Mar 02 13:59:36 +0000 2025,my mood has been down lately tired of everything ,0,3,1,0,,,
1896037214490141009,1889723416401289216,Sun Mar 02 03:17:53 +0000 2025,i'm fucking tired of everything rn,0,3,0,0,,,
1896242328295350467,1039127368747692032,Sun Mar 02 16:52:56 +0000 2025,"im sick and tired of everything today . tired of the bullshit , tired of this town . tired of most people . ..just tired .",0,18,7,0,,South Carolina ,
1897447619372212226,1538623283989557248,Thu Mar 06 00:42:19 +0000 2025,"ill never get tired of how beautiful the world is with my baby in it, he truly came in and made everything brighter. ",0,4,2,0,,,
1897485177301180745,1786773645236555776,Thu Mar 06 03:11:34 +0000 2025,tired of doing everything for my bf without getting anything in return like cmon bro im not your mom  ,0,2,0,0,,suck my cis pussy elon,
1892627780791062560,1603652234096521216,Thu Feb 20 17:30:00 +0000 2025,"im so exhausted. i feel like im repeating the same day over and over, the same routine, same feelings, same meaningless drama. im so sick of it, i just want to feel alive and be happy but im constantly drained and everything feels so pointless. i just feel dead.",167,316,6,10,,,
1897600667826393206,1842869946226819072,Thu Mar 06 10:50:29 +0000 2025,my silence means i'm tired of everything.,0,1,1,0,,,
1895639343634743624,1570453546314743812,Sat Mar 01 00:56:53 +0000 2025,"that's it i finally broke down because i'm so fucking tired of the state of this worldeverything is going to fucking hell and today's events were my breaking point istfgsometimes i wish i was less fucking awarei wish i had less hope, less anger, less humanity idk anymore",0,4,1,0,,Member of The Tortured Poets⸆⸉,
1896243664546124114,1446651668016340994,Sun Mar 02 16:58:14 +0000 2025,"too many things wrong with life can be summed up by its literally white peoples faultand im really tired of it because i hate how it goes all the way down to my genes and as far as my futureyall have defile everything and will kill us all, be it direct or indirect ",0,5,2,0,,https://pronouns.cc/@Kaimento,
